id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,garis_kemiskinan,satuan,tahun
515,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,392705,RUPIAH/KAPITA/BULAN,2023
516,32,JAWA BARAT,3203,KABUPATEN CIANJUR,437327,RUPIAH/KAPITA/BULAN,2023
517,32,JAWA BARAT,3204,KABUPATEN BANDUNG,426069,RUPIAH/KAPITA/BULAN,2023
518,32,JAWA BARAT,3205,KABUPATEN GARUT,367681,RUPIAH/KAPITA/BULAN,2023
519,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,378958,RUPIAH/KAPITA/BULAN,2023
520,32,JAWA BARAT,3207,KABUPATEN CIAMIS,442108,RUPIAH/KAPITA/BULAN,2023
521,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,402767,RUPIAH/KAPITA/BULAN,2023
522,32,JAWA BARAT,3209,KABUPATEN CIREBON,451853,RUPIAH/KAPITA/BULAN,2023
523,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,520713,RUPIAH/KAPITA/BULAN,2023
524,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,396573,RUPIAH/KAPITA/BULAN,2023
525,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,532545,RUPIAH/KAPITA/BULAN,2023
526,32,JAWA BARAT,3213,KABUPATEN SUBANG,404320,RUPIAH/KAPITA/BULAN,2023
527,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,434187,RUPIAH/KAPITA/BULAN,2023
528,32,JAWA BARAT,3215,KABUPATEN KARAWANG,555889,RUPIAH/KAPITA/BULAN,2023
529,32,JAWA BARAT,3216,KABUPATEN BEKASI,632811,RUPIAH/KAPITA/BULAN,2023
530,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,426355,RUPIAH/KAPITA/BULAN,2023
531,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,447242,RUPIAH/KAPITA/BULAN,2023
532,32,JAWA BARAT,3271,KOTA BOGOR,661384,RUPIAH/KAPITA/BULAN,2023
533,32,JAWA BARAT,3272,KOTA SUKABUMI,644276,RUPIAH/KAPITA/BULAN,2023
534,32,JAWA BARAT,3273,KOTA BANDUNG,591124,RUPIAH/KAPITA/BULAN,2023
535,32,JAWA BARAT,3274,KOTA CIREBON,520579,RUPIAH/KAPITA/BULAN,2023
536,32,JAWA BARAT,3275,KOTA BEKASI,795965,RUPIAH/KAPITA/BULAN,2023
537,32,JAWA BARAT,3276,KOTA DEPOK,804984,RUPIAH/KAPITA/BULAN,2023
538,32,JAWA BARAT,3277,KOTA CIMAHI,590197,RUPIAH/KAPITA/BULAN,2023
539,32,JAWA BARAT,3278,KOTA TASIKMALAYA,537497,RUPIAH/KAPITA/BULAN,2023
540,32,JAWA BARAT,3279,KOTA BANJAR,408710,RUPIAH/KAPITA/BULAN,2023
541,32,JAWA BARAT,3201,KABUPATEN BOGOR,513512,RUPIAH/KAPITA/BULAN,2024
542,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,416751,RUPIAH/KAPITA/BULAN,2024
543,32,JAWA BARAT,3203,KABUPATEN CIANJUR,466509,RUPIAH/KAPITA/BULAN,2024
544,32,JAWA BARAT,3204,KABUPATEN BANDUNG,455636,RUPIAH/KAPITA/BULAN,2024
545,32,JAWA BARAT,3205,KABUPATEN GARUT,393464,RUPIAH/KAPITA/BULAN,2024
546,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,400148,RUPIAH/KAPITA/BULAN,2024
547,32,JAWA BARAT,3207,KABUPATEN CIAMIS,467497,RUPIAH/KAPITA/BULAN,2024
548,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,420867,RUPIAH/KAPITA/BULAN,2024
549,32,JAWA BARAT,3209,KABUPATEN CIREBON,475046,RUPIAH/KAPITA/BULAN,2024
550,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,547912,RUPIAH/KAPITA/BULAN,2024
551,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,422714,RUPIAH/KAPITA/BULAN,2024
552,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,560159,RUPIAH/KAPITA/BULAN,2024
553,32,JAWA BARAT,3213,KABUPATEN SUBANG,434161,RUPIAH/KAPITA/BULAN,2024
554,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,467948,RUPIAH/KAPITA/BULAN,2024
555,32,JAWA BARAT,3215,KABUPATEN KARAWANG,597345,RUPIAH/KAPITA/BULAN,2024
556,32,JAWA BARAT,3216,KABUPATEN BEKASI,674924,RUPIAH/KAPITA/BULAN,2024
557,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,455325,RUPIAH/KAPITA/BULAN,2024
558,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,470068,RUPIAH/KAPITA/BULAN,2024
559,32,JAWA BARAT,3271,KOTA BOGOR,699861,RUPIAH/KAPITA/BULAN,2024
560,32,JAWA BARAT,3272,KOTA SUKABUMI,678258,RUPIAH/KAPITA/BULAN,2024
561,32,JAWA BARAT,3273,KOTA BANDUNG,614707,RUPIAH/KAPITA/BULAN,2024
562,32,JAWA BARAT,3274,KOTA CIREBON,545592,RUPIAH/KAPITA/BULAN,2024
563,32,JAWA BARAT,3275,KOTA BEKASI,842927,RUPIAH/KAPITA/BULAN,2024
564,32,JAWA BARAT,3276,KOTA DEPOK,843893,RUPIAH/KAPITA/BULAN,2024
565,32,JAWA BARAT,3277,KOTA CIMAHI,612567,RUPIAH/KAPITA/BULAN,2024
566,32,JAWA BARAT,3278,KOTA TASIKMALAYA,565377,RUPIAH/KAPITA/BULAN,2024
567,32,JAWA BARAT,3279,KOTA BANJAR,430590,RUPIAH/KAPITA/BULAN,2024
568,32,JAWA BARAT,3201,KABUPATEN BOGOR,531412,RUPIAH/KAPITA/BULAN,2025
569,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,431785,RUPIAH/KAPITA/BULAN,2025
570,32,JAWA BARAT,3203,KABUPATEN CIANJUR,482562,RUPIAH/KAPITA/BULAN,2025
571,32,JAWA BARAT,3204,KABUPATEN BANDUNG,468974,RUPIAH/KAPITA/BULAN,2025
572,32,JAWA BARAT,3205,KABUPATEN GARUT,407191,RUPIAH/KAPITA/BULAN,2025
573,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,413178,RUPIAH/KAPITA/BULAN,2025
574,32,JAWA BARAT,3207,KABUPATEN CIAMIS,483644,RUPIAH/KAPITA/BULAN,2025
575,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,435184,RUPIAH/KAPITA/BULAN,2025
576,32,JAWA BARAT,3209,KABUPATEN CIREBON,491604,RUPIAH/KAPITA/BULAN,2025
577,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,566574,RUPIAH/KAPITA/BULAN,2025
578,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,436490,RUPIAH/KAPITA/BULAN,2025
579,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,578169,RUPIAH/KAPITA/BULAN,2025
580,32,JAWA BARAT,3213,KABUPATEN SUBANG,449186,RUPIAH/KAPITA/BULAN,2025
581,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,483968,RUPIAH/KAPITA/BULAN,2025
582,32,JAWA BARAT,3215,KABUPATEN KARAWANG,617901,RUPIAH/KAPITA/BULAN,2025
583,32,JAWA BARAT,3216,KABUPATEN BEKASI,698154,RUPIAH/KAPITA/BULAN,2025
584,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,471101,RUPIAH/KAPITA/BULAN,2025
585,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,486285,RUPIAH/KAPITA/BULAN,2025
586,32,JAWA BARAT,3271,KOTA BOGOR,730079,RUPIAH/KAPITA/BULAN,2025
587,32,JAWA BARAT,3272,KOTA SUKABUMI,706415,RUPIAH/KAPITA/BULAN,2025
588,32,JAWA BARAT,3273,KOTA BANDUNG,644417,RUPIAH/KAPITA/BULAN,2025
589,32,JAWA BARAT,3274,KOTA CIREBON,571809,RUPIAH/KAPITA/BULAN,2025
590,32,JAWA BARAT,3275,KOTA BEKASI,864601,RUPIAH/KAPITA/BULAN,2025
591,32,JAWA BARAT,3276,KOTA DEPOK,884633,RUPIAH/KAPITA/BULAN,2025
592,32,JAWA BARAT,3277,KOTA CIMAHI,642016,RUPIAH/KAPITA/BULAN,2025
593,32,JAWA BARAT,3278,KOTA TASIKMALAYA,591600,RUPIAH/KAPITA/BULAN,2025
594,32,JAWA BARAT,3279,KOTA BANJAR,451277,RUPIAH/KAPITA/BULAN,2025
